,CodeVehicule_id,puissanceFiscal,typeImmatriculation,energie,dateInsertion,codeMarque,numImmatriculation
107971,1081753,7,TU,GASOIL,2017-10-05,871,5262TU172
108080,1082087,6,TU,ESSENCE,2017-10-05,96,107TU196
108231,237528,5,TU,ESSENCE,2017-10-05,119,8041TU117
108237,237534,10,TU,GASOIL,2017-10-05,184,229TU174
108304,237824,4,TU,ESSENCE,2017-10-05,105,9625TU97
108377,237897,12,TU,GASOIL,2017-10-05,119,5827TU39
108407,238150,4,TU,ESSENCE,2017-10-05,12,3541TU62
108488,238231,5,TU,ESSENCE,2017-10-05,96,4115TU150
108498,238241,10,TU,GASOIL,2017-10-05,376,4169TU76
108564,238530,6,TU,GASOIL,2017-10-05,29,6359TU92
108565,238531,8,TU,GASOIL,2017-10-05,29,71TU54
108623,238589,7,TU,GASOIL,2017-10-05,12,553TU143
108670,238860,10,TU,GASOIL,2017-10-05,96,4104TU88
108740,239154,6,TU,GASOIL,2017-10-05,105,1493TU140
108973,239835,5,TU,ESSENCE,2017-10-05,30,232TU171
109316,240849,5,TU,ESSENCE,2017-10-05,107,7658TU83
109500,241258,6,TU,ESSENCE,2017-10-05,808,1926TU154
109675,241882,5,TU,GASOIL,2017-10-05,105,8912TU101
109756,1082445,4,TU,ESSENCE,2017-10-05,12,6204TU96
109958,721106,5,TU,ESSENCE,2017-10-05,107,4200TU137
110033,721181,7,TU,ESSENCE,2017-10-05,107,5308TU193
110045,721193,6,TU,GASOIL,2017-10-05,29,5768TU179
110076,721447,5,TU,GASOIL,2017-10-05,30,4144TU121
110084,721455,8,TU,GASOIL,2017-10-05,29,8071TU65
110343,1077811,4,TU,ESSENCE,2017-10-05,29,4047TU99
110415,1078106,4,TU,ESSENCE,2017-10-05,30,8729TU110
110484,1078175,10,TU,GASOIL,2017-10-05,96,270TU130
110564,1078478,7,TU,ESSENCE,2017-10-05,107,4519TU144
110678,1078815,9,TU,ESSENCE,2017-12-13,103,8307TU168
110700,1078837,5,TU,GASOIL,2017-10-05,30,5775TU147
110720,1078857,5,TU,ESSENCE,2017-10-05,107,6718TU192
110829,1079189,8,TU,GASOIL,2017-10-05,363,7021TU55
110884,235078,9,TU,GASOIL,2017-10-05,177,5042TU59
110893,235087,7,TU,ESSENCE,2017-10-05,107,6671TU89
110913,235107,10,TU,GASOIL,2017-10-05,376,8149TU103
110931,235125,4,TU,GASOIL,2017-10-05,107,1960TU69
110956,235373,6,TU,ESSENCE,2017-10-05,12,843TU109
110963,235380,4,TU,ESSENCE,2017-10-05,29,3952TU79
111206,235849,5,TU,GASOIL,2017-10-05,107,6791TU99
111332,236200,7,TU,GASOIL,2017-12-27,29,9797TU115
111347,236215,4,TU,ESSENCE,2017-10-05,119,1073TU113
111459,236552,11,TU,GASOIL,2017-10-05,184,3740TU120
111495,236812,34,TU,GASOIL,2017-10-05,187,9532TU131
111705,237247,5,TU,ESSENCE,2017-10-05,30,2607TU128
111776,715829,5,TU,ESSENCE,2017-10-05,30,5196TU165
111789,715842,5,TU,ESSENCE,2017-10-05,229,4122TU31
111794,715847,4,TU,GASOIL,2017-10-05,107,3174TU141
111818,715871,5,TU,ESSENCE,2017-10-05,152,3972TU197
111925,716201,4,TU,GASOIL,2017-10-05,29,6256TU116
112048,716771,4,TU,GASOIL,2017-10-05,107,7761TU138
112072,716795,4,TU,ESSENCE,2017-10-05,107,1176TU128
112074,716797,9,TU,ESSENCE,2017-10-24,93,2501TU103
112092,716815,11,TU,GASOIL,2017-10-05,178,2527TU118
112106,716829,4,TU,GASOIL,2017-10-05,29,3534TU127
112189,717135,6,TU,ESSENCE,2017-10-05,808,1071TU142
112206,717152,5,TU,ESSENCE,2017-10-05,96,3452TU137
112215,717161,10,TU,GASOIL,2017-10-05,107,2550TU73
112281,717450,5,TU,ESSENCE,2017-10-05,30,3318TU185
112283,717452,5,TU,ESSENCE,2017-10-05,152,726TU127
112290,717459,10,TU,GASOIL,2017-10-05,376,1829TU160
112392,717784,4,TU,ESSENCE,2017-10-05,29,2959TU91
112424,717816,5,TU,ESSENCE,2017-10-05,96,7194TU147
112463,717855,9,TU,GASOIL,2017-10-05,177,5130TU193
112519,718135,5,TU,GASOIL,2017-10-05,107,6516TU193
112545,718161,5,TU,ESSENCE,2017-10-05,107,9660TU117
112751,718813,5,TU,ESSENCE,2017-10-05,119,3060TU120
112856,719141,6,TU,GASOIL,2017-10-05,29,5730TU171
112858,719143,5,TU,GASOIL,2017-10-05,12,4036TU162
112887,719172,4,TU,ESSENCE,2017-10-05,29,2924TU74
112947,719455,8,TU,GASOIL,2018-01-08,376,3057TU164
112968,719476,8,TU,GASOIL,2017-10-05,376,7287TU172
113012,719520,7,TU,ESSENCE,2017-10-05,198,1927TU184
113089,719820,8,TU,GASOIL,2017-10-05,29,9243TU130
113157,720111,5,TU,ESSENCE,2017-10-05,30,1459TU187
113159,720113,5,TU,ESSENCE,2017-10-05,29,6488TU67
113182,720136,4,TU,GASOIL,2017-10-05,29,8709TU160
113188,720142,4,TU,GASOIL,2017-10-05,107,9244TU134
113203,720157,4,TU,GASOIL,2017-11-06,107,4973TU162
113225,720179,6,TU,ESSENCE,2017-10-05,96,1710TU149
113391,720791,10,TU,GASOIL,2017-10-05,376,2032TU80
113467,720867,5,TU,ESSENCE,2017-10-05,119,8725TU149
113574,1076315,10,TU,GASOIL,2017-10-05,376,3306TU102
113648,1076613,12,TU,GASOIL,2017-10-05,121,4146TU38
113802,1076990,7,TU,GASOIL,2017-10-05,107,2279TU155
113803,1076991,5,TU,GASOIL,2017-10-05,29,1219TU171
113911,711739,4,TU,ESSENCE,2017-10-05,119,6412TU146
113924,711977,5,TU,ESSENCE,2017-10-05,107,125TU197
113960,712013,7,TU,GASOIL,2017-10-05,107,6371TU199
113978,712031,7,TU,GASOIL,2017-10-05,29,3309TU91
114057,712335,5,TU,ESSENCE,2017-10-05,107,3974TU120
114064,712342,10,TU,GASOIL,2017-10-05,376,6948TU99
114077,712355,4,TU,ESSENCE,2017-10-05,119,3996TU119
114109,712387,8,TU,GASOIL,2017-10-05,376,4705TU184
114143,712646,7,TU,ESSENCE,2017-10-05,29,6118TU84
114153,712656,9,TU,GASOIL,2017-10-05,376,4830TU66
114226,712729,5,TU,ESSENCE,2017-10-05,30,4241TU170
114231,712734,4,TU,GASOIL,2017-10-05,29,7657TU154
114369,713321,10,TU,GASOIL,2017-10-05,184,6436TU137
114397,713349,5,TU,ESSENCE,2017-10-05,119,6558TU122
114419,713371,5,TU,ESSENCE,2017-10-05,30,9497TU126
114427,713379,6,TU,GASOIL,2017-10-05,30,4205TU88
114521,713474,9,TU,ESSENCE,2017-10-05,107,2974TU153
114539,713492,8,TU,GASOIL,2017-10-05,103,8535TU54
114549,713502,7,TU,GASOIL,2017-10-05,12,1368TU140
114565,713518,5,TU,GASOIL,2017-11-10,30,5158TU111
114578,713531,4,TU,GASOIL,2017-10-05,107,1083TU133
114742,714144,5,TU,ESSENCE,2018-01-05,119,7224TU60
114757,714159,10,TU,GASOIL,2017-10-05,376,8979TU129
114770,714172,6,TU,ESSENCE,2017-12-25,29,39TU56
114802,714204,6,TU,ESSENCE,2017-10-05,30,1745TU73
114911,714537,4,TU,ESSENCE,2017-10-05,107,7810TU97
114983,714834,10,TU,GASOIL,2017-12-22,347,9852TU127
115010,714861,10,TU,GASOIL,2017-10-05,376,1501TU162
115030,715106,8,TU,GASOIL,2017-11-22,376,884TU166
115095,715171,4,TU,ESSENCE,2017-11-07,29,5415TU56
115110,715186,6,TU,GASOIL,2017-10-05,30,7171TU63
115180,715480,10,TU,GASOIL,2017-10-05,347,447TU162
115212,715512,5,TU,ESSENCE,2017-10-05,30,7407TU146
115219,715519,7,TU,ESSENCE,2017-10-05,93,5355TU98
115220,715520,6,TU,GASOIL,2017-10-10,29,9078TU146
115298,1070870,4,TU,ESSENCE,2017-10-05,12,7095TU136
115314,1070886,5,TU,GASOIL,2017-10-05,107,9563TU146
115411,1071206,4,TU,ESSENCE,2017-10-05,29,4679TU148
115414,1071209,5,TU,ESSENCE,2017-10-05,119,8460TU122
115430,1071225,5,TU,GASOIL,2017-10-05,105,986TU149
115438,1071233,10,TU,GASOIL,2017-10-05,376,3554TU102
115511,1071529,8,TU,GASOIL,2017-10-05,103,7347TU63
115819,1072509,5,TU,ESSENCE,2017-10-05,96,3448TU138
115821,1072511,5,TU,GASOIL,2017-10-05,12,4978TU159
116708,1075207,9,TU,GASOIL,2017-10-05,376,8133TU76
116921,1075878,9,TU,GASOIL,2017-10-05,376,6036TU64
117259,231694,10,TU,GASOIL,2017-10-05,178,9099TU125
117269,231704,8,TU,GASOIL,2017-10-05,376,5111TU45
117438,232096,10,TU,GASOIL,2017-10-05,376,656TU132
117560,232441,7,TU,GASOIL,2017-10-05,29,701TU102
117613,232719,7,TU,ESSENCE,2017-10-05,107,4527TU126
117622,232728,6,TU,GASOIL,2017-10-05,29,6199TU155
117658,232764,5,TU,ESSENCE,2017-10-05,119,3943TU113
117675,232781,5,TU,ESSENCE,2017-10-05,29,4284TU56
117697,233027,7,TU,GASOIL,2017-12-14,29,6226TU68
117773,233103,5,TU,ESSENCE,2017-10-31,105,4034TU95
117843,233397,6,TU,GASOIL,2017-10-20,323,5962TU156
117844,233398,4,TU,ESSENCE,2017-10-05,30,3496TU133
117894,233448,10,TU,GASOIL,2017-10-05,96,4597TU114
117962,233739,4,TU,ESSENCE,2017-12-18,29,1918TU108
117964,233741,4,TU,ESSENCE,2017-12-14,29,808TU103
117976,233753,4,TU,ESSENCE,2017-10-05,119,2676TU54
118084,234084,11,TU,ESSENCE,2017-10-06,30,9265TU74
118106,234106,4,TU,ESSENCE,2017-10-05,29,2561TU107
118154,234378,4,TU,ESSENCE,2017-10-05,29,8523TU88
118173,234397,6,TU,ESSENCE,2017-10-05,178,29TU168
118190,234414,10,TU,GASOIL,2017-10-05,376,928TU81
118246,234470,5,TU,ESSENCE,2017-10-05,30,5534TU152
118257,234705,10,TU,GASOIL,2017-10-05,376,4285TU67
118314,234762,4,TU,ESSENCE,2017-10-05,29,2901TU56
118575,1069925,34,TU,GASOIL,2017-12-19,187,6386TU143
118668,1070242,9,TU,ESSENCE,2017-10-05,29,4908TU99
118989,225627,5,TU,ESSENCE,2017-10-05,119,9401TU144
119034,225897,5,TU,ESSENCE,2017-10-05,30,3262TU127
119085,225948,4,TU,ESSENCE,2017-10-05,107,2062TU119
119158,226469,7,TU,ESSENCE,2017-10-05,323,797TU156
119232,226543,9,TU,GASOIL,2017-10-05,376,9422TU75
119290,227050,6,TU,GASOIL,2017-10-05,29,6579TU186
119353,227337,5,TU,GASOIL,2017-10-05,30,8152TU113
119387,227371,4,TU,ESSENCE,2017-10-05,29,9788TU64
119433,227417,6,TU,ESSENCE,2017-10-05,107,5241TU71
119438,227422,5,TU,ESSENCE,2017-10-19,30,6701TU146
119517,227726,5,TU,GASOIL,2017-11-03,29,1184TU99
119532,227741,8,TU,GASOIL,2017-10-05,103,1270TU57
119688,228345,9,TU,GASOIL,2017-10-05,376,5417TU64
119700,228357,8,TU,GASOIL,2017-10-05,29,1980TU29
119792,228449,8,TU,GASOIL,2017-12-21,30,8873TU106
119805,228686,32,TU,GASOIL,2017-10-05,30,7640TU87
119807,228688,26,TU,GASOIL,2017-10-05,30,9650TU68
119889,228770,17,TU,ESSENCE,2017-10-05,103,3432TU182
119898,228779,6,TU,GASOIL,2017-10-05,12,1268TU181
119949,229054,5,TU,GASOIL,2017-10-05,29,7230TU111
119988,229093,5,TU,GASOIL,2017-10-10,96,7335TU72
120028,229357,4,TU,ESSENCE,2017-10-05,105,5898TU103
120064,229393,11,RS,GASOIL,2017-10-05,93,RS130477
120241,230018,4,TU,ESSENCE,2017-12-28,119,1343TU82
120282,230059,8,TU,GASOIL,2017-10-05,376,694TU51
120317,230094,10,TU,GASOIL,2017-10-05,103,3067TU79
120375,230376,4,RS,GASOIL,2017-10-05,30,RS103055
120399,230400,8,TU,GASOIL,2017-10-05,376,8773TU172
120454,230455,4,TU,ESSENCE,2017-10-05,105,7163TU83
120461,220200,10,TU,GASOIL,2017-10-05,96,4339TU130
120532,220271,5,TU,ESSENCE,2017-10-05,30,2407TU51
120549,220288,5,TU,ESSENCE,2017-10-05,107,4051TU149
120654,220618,5,TU,GASOIL,2017-10-05,105,9569TU112
120678,220642,5,TU,GASOIL,2017-10-05,12,7919TU164
120736,220924,4,TU,ESSENCE,2017-10-05,30,5541TU89
120831,221242,7,TU,ESSENCE,2017-12-19,198,3416TU166
120911,221545,4,TU,ESSENCE,2017-10-05,30,1928TU194
121182,222263,7,TU,GASOIL,2017-10-05,107,8832TU168
121186,222267,6,TU,ESSENCE,2017-10-05,29,674TU120
121218,222299,5,TU,ESSENCE,2017-10-05,30,7441TU129
121259,222564,10,TU,GASOIL,2017-10-05,347,9135TU169
121299,222604,4,TU,ESSENCE,2017-10-05,119,9387TU169
121317,222622,9,TU,ESSENCE,2017-10-05,177,8397TU169
121405,222935,6,TU,ESSENCE,2017-10-05,103,4157TU171
121450,222980,4,TU,ESSENCE,2017-10-05,119,7393TU79
121555,223309,10,TU,GASOIL,2017-10-05,347,1489TU161
121558,223312,10,TU,GASOIL,2017-11-13,347,4028TU158
121562,223540,6,TU,ESSENCE,2017-10-05,30,9870TU110
121585,223563,5,TU,ESSENCE,2017-10-05,107,7616TU145
121689,223891,4,TU,ESSENCE,2017-10-05,107,1255TU86
121704,223906,5,TU,ESSENCE,2017-10-05,107,4379TU78
121747,223949,5,TU,GASOIL,2017-10-05,30,6867TU115
121791,224217,7,TU,GASOIL,2017-10-05,29,3648TU142
121847,224273,9,TU,ESSENCE,2017-10-05,103,7803TU144
121891,224317,9,TU,GASOIL,2017-10-05,29,3857TU60
121904,224554,7,TU,ESSENCE,2017-10-05,107,275TU129
122007,230687,4,TU,ESSENCE,2017-11-22,96,1746TU173
122063,230743,6,TU,GASOIL,2017-10-05,12,5337TU173
122208,224972,6,TU,GASOIL,2017-10-05,12,1940TU134
122294,215136,6,TU,ESSENCE,2017-10-05,29,2324TU61
122314,215156,5,TU,ESSENCE,2017-10-05,12,363TU132
122403,215470,10,TU,GASOIL,2017-10-05,376,9208TU86
122419,215486,6,TU,GASOIL,2017-10-05,12,3146TU153
122471,215763,7,TU,GASOIL,2017-10-24,12,8422TU116
122480,215772,4,TU,ESSENCE,2017-10-05,29,5948TU85
122493,215785,5,TU,ESSENCE,2017-10-05,30,8408TU113
122551,215843,18,TRAC,GASOIL,2017-10-05,265,TRAC121810
122559,216075,5,TU,ESSENCE,2017-10-05,30,6351TU162
122600,216116,4,TU,ESSENCE,2017-10-05,30,4963TU84
122759,216499,9,TU,GASOIL,2017-10-05,119,5539TU110
122871,216835,10,TU,GASOIL,2017-10-05,347,5412TU141
123011,217422,8,TU,GASOIL,2017-10-05,12,8727TU97
123071,217482,9,TU,GASOIL,2017-10-05,376,626TU70
123090,217501,10,TU,GASOIL,2017-10-05,107,8223TU81
123092,217503,5,TU,ESSENCE,2017-10-05,338,1611TU167
123105,217516,7,TU,ESSENCE,2017-10-05,198,3972TU54
123117,217751,7,TU,ESSENCE,2017-10-05,105,5123TU181
123358,218440,10,TU,GASOIL,2017-10-05,376,1359TU105
123391,218473,6,TU,GASOIL,2017-10-05,30,5809TU83
123609,218917,8,TU,GASOIL,2017-10-05,107,6259TU98
123623,218931,7,TU,ESSENCE,2017-12-12,93,1880TU66
123685,219217,9,TU,GASOIL,2017-10-05,338,2589TU94
123686,219218,17,TU,GASOIL,2017-10-05,376,120TU178
123829,219585,5,TU,ESSENCE,2017-10-05,808,5129TU160
123862,219618,4,TU,ESSENCE,2017-10-05,119,7939TU160
123932,219911,8,TU,GASOIL,2017-10-05,119,5403TU161
123947,219926,5,TU,GASOIL,2017-10-05,107,6997TU161
123997,209718,4,TU,ESSENCE,2017-10-05,119,7439TU91
124024,209745,10,TU,GASOIL,2017-10-05,376,8676TU78
124052,209773,5,TU,GASOIL,2017-10-05,12,6458TU176
124062,209783,5,TU,ESSENCE,2017-12-18,30,3752TU46
124087,209808,7,TU,GASOIL,2017-10-05,29,7334TU125
124103,209824,10,TU,GASOIL,2017-10-05,376,1557TU101
124196,210142,5,TU,ESSENCE,2017-10-05,105,7411TU64
124201,210147,6,TU,GASOIL,2017-10-05,29,1410TU85
124268,210438,4,TU,ESSENCE,2017-10-05,29,3180TU135
124337,210732,0,REM,0,2017-10-05,1404,REM96004
124429,210824,6,TU,GASOIL,2017-10-05,12,6212TU183
124441,211059,7,TU,GASOIL,2017-10-05,12,2565TU142
124448,211066,10,TU,GASOIL,2017-10-05,376,8889TU72
124466,211084,9,TU,GASOIL,2017-10-05,30,5308TU110
124484,211102,8,TU,GASOIL,2017-10-05,376,9011TU167
124515,211133,10,TU,GASOIL,2017-10-05,376,2751TU102
124536,211154,7,TU,GASOIL,2017-10-05,12,4286TU175
124584,211426,10,TU,GASOIL,2017-12-28,96,8096TU142
124588,211430,7,TU,GASOIL,2017-10-05,29,4969TU88
124594,211436,7,TU,GASOIL,2017-10-05,12,2919TU119
124603,211445,10,TU,GASOIL,2017-10-05,376,3716TU94
124614,211456,12,TU,GASOIL,2017-10-05,119,3661TU38
124628,211470,7,TU,ESSENCE,2017-10-05,30,194TU125
124646,211488,7,TU,GASOIL,2017-10-05,12,8041TU152
124650,211492,7,TU,GASOIL,2017-10-05,29,4599TU192
124662,211727,4,TU,ESSENCE,2017-10-05,29,4083TU83
124665,211730,4,TU,ESSENCE,2017-10-05,29,6567TU92
124671,211736,7,TU,GASOIL,2017-10-05,107,7624TU54
124675,211740,10,TU,GASOIL,2017-10-05,376,8484TU147
124688,211753,5,TU,ESSENCE,2017-10-05,30,5811TU46
124713,211778,4,TU,ESSENCE,2017-10-05,30,6870TU135
124844,212133,6,TU,ESSENCE,2017-10-05,178,1992TU157
124847,212136,7,TU,GASOIL,2017-10-05,12,2007TU144
124885,212398,7,TU,GASOIL,2017-10-05,103,3448TU158
124900,212413,10,TU,GASOIL,2017-10-05,376,3679TU74
124926,212439,5,TU,ESSENCE,2017-10-05,30,8296TU151
125145,213104,7,TU,ESSENCE,2017-10-05,871,6066TU190
125173,213132,5,TU,ESSENCE,2017-10-05,30,5075TU141
125253,213435,7,TU,ESSENCE,2018-01-05,30,8271TU109
125284,213466,10,TU,GASOIL,2017-10-05,376,104TU87
125396,213801,10,TU,GASOIL,2017-10-05,121,735TU61
125403,213808,16,TRAC,GASOIL,2017-10-05,191,TRAC106509
125406,213811,6,RS,GASOIL,2017-10-05,30,RS71453
125440,214069,8,TU,GASOIL,2017-10-05,376,6621TU43
125472,214101,8,TU,GASOIL,2017-10-05,103,8484TU62
125480,214109,5,TU,ESSENCE,2017-10-05,119,3303TU152
125557,214410,12,TU,GASOIL,2017-10-05,376,1286TU168
125589,214442,4,TU,ESSENCE,2017-10-05,12,306TU50
125626,214479,6,TU,GASOIL,2017-10-05,30,9124TU60
125729,214807,6,TU,ESSENCE,2017-10-05,29,2489TU85
125788,1068866,5,TU,GASOIL,2017-10-05,12,149TU164
125908,1069209,4,TU,ESSENCE,2017-10-05,30,2603TU96
125945,1069246,12,TU,GASOIL,2017-10-05,96,7740TU129
125948,1069249,6,TU,GASOIL,2017-10-05,12,5434TU176
125959,1069260,5,TU,ESSENCE,2017-10-05,12,964TU155
125971,1069272,6,TU,GASOIL,2017-10-05,12,8500TU176
125988,205255,16,TRAC,GASOIL,2017-10-05,358,TRAC76467
125997,205264,4,TU,ESSENCE,2017-10-05,29,4385TU75
126011,205278,6,TU,GASOIL,2017-10-05,30,1366TU176
126032,205299,6,TU,GASOIL,2017-10-05,119,9350TU109
126097,205589,9,TU,GASOIL,2017-10-05,376,9086TU62
126104,205596,8,TU,GASOIL,2017-10-05,376,9TU178
126115,205607,10,TU,GASOIL,2017-10-05,184,8341TU177
126168,205660,4,TU,ESSENCE,2017-10-05,107,5488TU106
126181,205673,5,TU,GASOIL,2017-10-05,119,9952TU175
126188,205680,6,TU,ESSENCE,2017-10-05,107,8228TU74
126205,205697,10,TU,GASOIL,2017-10-05,338,439TU110
126222,205937,8,TU,GASOIL,2017-10-05,107,5991TU152
126246,205961,7,TU,GASOIL,2017-10-27,107,7493TU98
126300,206015,5,TU,ESSENCE,2017-11-07,105,5449TU61
126338,206277,5,TU,GASOIL,2017-10-05,30,1747TU157
126440,206604,7,TU,GASOIL,2017-10-05,12,1787TU89
126444,206608,12,TU,GASOIL,2017-10-05,103,9026TU105
126487,206651,10,TU,GASOIL,2017-10-05,96,291TU154
126516,206680,5,TU,GASOIL,2017-10-05,12,3844TU175
126551,206939,4,TU,ESSENCE,2017-10-05,29,7293TU78
126575,206963,5,TU,ESSENCE,2017-10-05,107,9642TU110
126589,206977,8,TU,GASOIL,2017-10-05,30,6846TU48
126602,206990,5,TU,ESSENCE,2017-10-05,119,5587TU128
126641,207029,5,TU,ESSENCE,2017-12-21,119,1064TU35
126689,207300,15,TU,GASOIL,2017-10-05,103,2234TU89
126697,207308,6,TU,GASOIL,2017-10-05,29,1913TU161
126708,207319,10,TU,GASOIL,2017-10-05,376,1718TU122
126709,207320,5,TU,ESSENCE,2017-10-05,30,6625TU127
126764,207376,10,TU,GASOIL,2017-10-05,376,6646TU122
126861,207473,9,TU,GASOIL,2017-10-05,376,852TU65
126933,207770,18,TU,GASOIL,2017-10-05,121,5723TU32
126936,207773,32,TU,GASOIL,2017-10-05,30,9377TU89
126941,207778,0,REM,0,2017-10-05,750,REM69651
126944,207781,8,TU,GASOIL,2017-10-05,103,7540TU109
126951,207788,5,TU,ESS-GAZ GPL,2017-10-05,29,2903TU141
126985,208047,9,TU,GASOIL,2017-10-05,347,1506TU91
126994,208056,11,TU,ESSENCE,2017-10-05,29,79TU104
127031,208093,6,TU,GASOIL,2017-10-05,12,6020TU136
127107,208393,4,TU,ESSENCE,2017-10-05,96,4960TU58
127133,208419,6,TU,GASOIL,2017-10-05,30,4313TU79
127173,208459,5,TU,ESSENCE,2017-10-25,119,289TU150
127186,208472,5,TU,GASOIL,2017-10-05,12,7610TU135
127195,208481,10,TU,GASOIL,2017-10-05,376,3649TU94
127249,208759,8,TU,GASOIL,2017-10-05,96,4790TU150
127261,208771,7,TU,GASOIL,2017-10-05,29,3338TU105
127281,208791,7,TU,GASOIL,2017-10-05,103,851TU179
127304,208814,6,TU,GASOIL,2017-10-05,30,9274TU138
127311,208821,10,TU,GASOIL,2017-10-05,376,83TU115
127321,209054,5,TU,ESSENCE,2017-10-05,338,4702TU176
127354,209087,5,TU,ESSENCE,2017-10-05,96,1982TU117
127396,209129,10,TU,GASOIL,2017-11-16,184,1417TU149
127403,209136,6,TU,GASOIL,2017-10-05,29,4812TU104
127404,209137,10,TU,GASOIL,2017-10-05,376,2918TU111
127420,209153,10,TU,GASOIL,2017-10-05,376,7437TU85
127443,209400,29,TU,GASOIL,2017-10-05,30,5374TU131
127449,209406,5,TU,ESSENCE,2017-10-05,12,945TU94
127463,209420,10,TU,GASOIL,2017-10-05,376,140TU154
127505,209462,5,TU,ESSENCE,2017-10-05,119,5167TU92
127512,209469,4,TU,ESSENCE,2017-10-05,29,5969TU89
127546,1063502,4,TU,ESSENCE,2017-10-05,503,763TU177
127547,1063503,4,TU,ESSENCE,2017-10-05,503,764TU177
127588,1063544,0,REM,0,2017-12-22,750,REM79530
127850,1064256,5,TU,ESSENCE,2017-12-14,503,5219TU179
127884,1064515,5,TU,ESSENCE,2017-10-05,30,8471TU171
127924,1064555,9,TU,GASOIL,2017-10-05,545,8851TU118
128072,1064929,7,TU,GASOIL,2017-10-05,119,1788TU134
128101,1065185,4,TU,ESSENCE,2017-10-19,105,8729TU69
128151,1065235,5,TU,GASOIL,2017-10-05,29,6050TU185
128169,1065253,4,TU,ESSENCE,2017-12-05,12,7774TU62
128207,1065516,5,TU,ESSENCE,2017-10-05,119,2084TU118
128214,1065523,7,TU,GASOIL,2017-10-05,12,1259TU141
128226,1065535,4,TU,ESSENCE,2017-10-05,107,9664TU151
128472,1066228,7,TU,ESSENCE,2017-10-05,30,5153TU80
128501,1066257,10,TU,GASOIL,2017-10-05,103,1155TU148
128530,1066286,4,TU,GASOIL,2017-10-05,119,9798TU123
128535,1066514,7,TU,GASOIL,2017-10-05,103,1635TU141
128553,1066532,5,TU,ESSENCE,2017-10-05,107,6191TU162
128683,1066885,10,TU,GASOIL,2017-10-05,376,7478TU101
128799,1067224,5,TU,GASOIL,2017-12-20,30,8793TU145
128836,1067261,5,TU,ESSENCE,2017-10-05,501,5775TU141
128898,1067546,8,TU,GASOIL,2017-10-05,376,1833TU177
129016,1067887,8,TU,ESSENCE,2017-11-10,103,2698TU192
129037,1067908,5,TU,GASOIL,2017-10-05,12,5805TU157
129053,1067924,5,TU,ESSENCE,2017-10-05,323,5338TU195
129084,1068178,6,TU,GASOIL,2017-10-05,107,8590TU192
129151,1068245,10,TU,GASOIL,2017-10-05,855,7663TU103
129164,1068258,5,TU,ESSENCE,2017-10-05,107,4968TU193
129167,1068261,4,TU,ESSENCE,2017-10-05,12,4731TU193
129282,1068599,5,TU,ESSENCE,2017-10-05,12,2644TU139
129291,1068608,5,TU,ESSENCE,2017-10-05,30,9174TU181
129347,203242,7,TU,GASOIL,2017-10-05,12,5357TU107
129365,203260,5,TU,ESSENCE,2017-10-05,30,7435TU43
129383,203278,7,TU,GASOIL,2017-10-05,29,228TU100
129442,203562,17,TU,GASOIL,2017-10-05,376,8594TU150
129568,203911,7,TU,GASOIL,2017-10-05,30,571TU97
129648,204216,10,TU,GASOIL,2017-10-05,376,3107TU78
129699,204267,5,TU,GASOIL,2017-10-05,198,1426TU54
129729,204297,5,TU,GASOIL,2017-10-05,29,881TU185
129736,204304,8,TU,GASOIL,2017-10-05,376,6573TU187
129781,204574,7,TU,GASOIL,2017-10-05,12,5859TU119
130058,1060250,10,TU,GASOIL,2017-10-05,347,4424TU169
130097,1060512,7,TU,GASOIL,2017-10-05,12,6030TU137
130438,1061522,5,TU,ESSENCE,2017-11-16,30,4754TU201
130450,1061534,6,TU,ESSENCE,2017-12-27,29,572TU119
130529,1061836,5,TU,ESSENCE,2017-11-08,503,714TU174
130620,1061927,11,TU,ESSENCE,2017-10-05,103,6196TU128
130702,1062232,0,REM,0,2017-10-18,555,REM93807
130806,1062559,5,TU,ESSENCE,2017-10-05,30,9811TU127
130985,1063185,4,TU,ESSENCE,2017-10-05,107,1195TU92
131109,197435,5,TU,ESSENCE,2017-10-05,12,7061TU190
131209,197760,4,TU,ESSENCE,2017-10-18,29,6449TU102
131224,197775,10,TU,GASOIL,2017-10-05,376,2829TU112
131277,197828,6,TU,GASOIL,2017-10-05,107,1054TU70
131296,198072,5,TU,ESSENCE,2017-10-05,29,4068TU108
131314,198090,6,TU,ESSENCE,2017-10-05,29,4522TU116
131333,198109,6,TU,ESSENCE,2017-10-05,107,6382TU88
131358,198134,12,TU,ESSENCE,2017-10-05,103,2810TU154
131551,199219,5,TU,ESSENCE,2017-10-05,119,871TU155
131672,199565,4,TU,ESSENCE,2017-10-05,29,7360TU93
131841,199957,7,TU,GASOIL,2017-10-05,119,5149TU125
131917,200258,5,TU,ESSENCE,2017-10-05,96,3TU57
131978,200542,8,TU,GASOIL,2017-10-05,103,2540TU182
132062,200626,7,TU,GASOIL,2017-10-05,29,9661TU106
132069,200857,4,TU,ESSENCE,2017-10-05,107,5082TU136
132073,200861,7,TU,ESSENCE,2017-10-05,30,2273TU134
132074,200862,9,TU,GASOIL,2017-10-05,376,9639TU62
132089,200877,8,TU,GASOIL,2017-10-05,29,8151TU106
132154,200942,6,TU,GASOIL,2017-10-05,29,5167TU160
132223,201236,17,TU,GASOIL,2017-11-03,30,7191TU71
